x,y,z,vx,vy,vz,zv
0,0,-0,0,0,0,1
-2.38016671906941e-06,4.08814660711294e-07,0.000116568309936828,-0.000126909809721013,2.17978241812358e-05,-0.00621697491591135,1
-4.34903569447426e-06,4.5563505987234e-06,0.000272966152163993,-0.000131745603345829,0.000215402226205332,-0.00949279839476776,1
-9.55450356656687e-06,1.02836072375127e-05,0.000435147025235526,-0.00030972400147712,0.000359376060240417,-0.0110791878251385,1
-1.31017846945765e-05,1.46265174946279e-05,0.000586779109030698,-0.000288213417677694,0.000347254571512173,-0.0117146039854272,1
-1.61220370610157e-05,1.93339203166236e-05,0.000724354788683128,-0.000268256274319904,0.000387454830952564,-0.0117980416249283,1
-1.868912117326e-05,1.78043583967864e-05,0.000854840310565872,-0.00024593858003853,2.56555367438295e-05,-0.0119252488368229,1
-1.98514746197792e-05,1.68939160207437e-05,0.000981619483721157,-0.000155253337280259,-5.076589615069e-05,-0.0120996716309495,1
-2.03051080756492e-05,1.35129580071616e-05,0.00110451461233393,-8.1447408146496e-05,-0.000240706305518076,-0.0121453373569765,1
-2.08692749762243e-05,1.03491118588299e-05,0.00122540988233441,-6.51537436688674e-05,-0.000292927931673431,-0.0121817646712093,1
-2.51663092164569e-05,1.35872460616229e-05,0.00134280056061173,-0.000312532826509849,0.000119900317989935,-0.0120540335837098,1
-3.18624391078597e-05,1.91514003831904e-05,0.00146070804732057,-0.0005610969530006,0.000418754737600104,-0.0121049260185911,1
-3.43296241452459e-05,2.20764664761596e-05,0.0015770766173078,-0.000359303453660479,0.000342006398348259,-0.0120538895956172,1
-3.29973116292365e-05,2.27926200857201e-05,0.00169334245854021,-3.16913588071408e-05,0.000165636563008784,-0.0120517063169847,1
-3.55127940864444e-05,2.35873656023183e-05,0.00180965457662906,-0.000182756434762138,0.000110922717176749,-0.0120677226481473,1
-3.82598754694369e-05,2.49476463416067e-05,0.00192716083725111,-0.000250381373176742,0.000130967417502673,-0.0121631850852043,1
-4.18038989681796e-05,2.58753739476204e-05,0.00204430479509582,-0.000328149800809605,0.000108283103450172,-0.0121761689156961,1
-4.41659730367459e-05,2.71088761326971e-05,0.00216207398686349,-0.000273952187168495,0.000121474912266892,-0.0122265247206132,1
-4.87851715684645e-05,3.09160210560207e-05,0.00228101042602935,-0.000409944479523073,0.000302174035602437,-0.0123255695249043,1
-5.13210596544891e-05,3.11484502597829e-05,0.00239746634019563,-0.000313914070945556,0.000119339863643544,-0.01219083898928,1
-5.68561663529686e-05,3.44541464945919e-05,0.00251533137500055,-0.000486385629412408,0.000267157694103811,-0.0122418993374757,1
-6.28964179497285e-05,3.68082563987335e-05,0.00263399811795428,-0.000580021738416782,0.000252617530840589,-0.0123146993854994,1
-6.71769763767598e-05,4.16978846941845e-05,0.00275121637911559,-0.000491610766551013,0.000421234099355523,-0.0122407181062467,1
-7.14214017012559e-05,3.80683106247466e-05,0.0028705581166666,-0.000458875399041728,-0.000104297769939434,-0.0123609357065486,1
-7.6512823536967e-05,3.86776831772002e-05,0.00298585702736832,-0.00050566086334036,6.01676790739532e-06,-0.0121253963735945,1
-8.36078559916353e-05,3.92928978067139e-05,0.00310303422269774,-0.000658850896626042,4.41795668440536e-05,-0.0121734235173774,1
-8.91393367018957e-05,4.15252772977966e-05,0.00321986003882628,-0.000604242631907409,0.000167960485825974,-0.0121658427481573,1
