x,y,z,vx,vy,vz,zv
0,0,-0,0,0,0,1
-1.43244756957633e-06,1.19451700833214e-06,0.000107301535175816,-7.63780700375575e-05,6.36914932224551e-05,-0.00572274704649994,1
-5.47271852972194e-06,8.94988945415853e-06,0.000255402558064347,-0.000223785255670281,0.000408578841499018,-0.00894758602789625,1
-1.48883382973625e-05,1.36330901299733e-05,0.000407158196925355,-0.000556397562302028,0.00035524818430544,-0.0103841772699861,1
-2.12253406057691e-05,1.81495619417791e-05,0.000549459027289661,-0.000515753640432358,0.000355904272826392,-0.0109899648040612,1
-2.80465399887911e-05,2.29943423097707e-05,0.000684617089785497,-0.000565213596319078,0.000398314643975411,-0.0114346971721427,1
-2.96304030654979e-05,2.44265875908195e-05,0.000811559721174556,-0.000277499304670848,0.000215447217673482,-0.0115879242423589,1
-2.86626737093471e-05,2.32583617524208e-05,0.000931818845024814,-2.72442836912313e-05,-5.90576404187759e-06,-0.0115669721842181,1
-2.65379190321091e-05,2.38568421885549e-05,0.00104730442049743,0.000131686569419194,3.76775167133042e-05,-0.0114782433850723,1
-2.49276172791223e-05,2.39888326614851e-05,0.00116478132482266,0.000152167702674667,2.14882058655646e-05,-0.0117287699702296,1
-2.31922921678438e-05,2.48952591885525e-05,0.00127858965804378,0.000168756898096325,6.8544013454369e-05,-0.0116587233100495,1
-2.3282392350149e-05,2.64147778606577e-05,0.00138822745709598,5.1204736074551e-05,0.000126519211200801,-0.0114088200357728,1
-2.54340099005512e-05,2.71962770538421e-05,0.00149644246953287,-0.000129174517943788,9.6362907516343e-05,-0.0112611157713185,1
-2.89156789312965e-05,2.76356961147673e-05,0.00160741633522223,-0.000281788518065961,6.2892868859428e-05,-0.0114198282215119,1
-3.13301375227251e-05,2.97545724516219e-05,0.00171696717115374,-0.000261318981214802,0.00016631212495657,-0.0113896937217357,1
-3.3976316037741e-05,3.07474478662791e-05,0.00182937248342406,-0.00027034584642551,0.00012478038853253,-0.0115824607710245,1
-3.45806371318585e-05,2.97200820630236e-05,0.00194165514471761,-0.000133837635025552,-2.76059931387681e-05,-0.0116448860042236,1
-3.54282816475642e-05,2.52425651168308e-05,0.00205682075247019,-0.000103811148252498,-0.00031588548192712,-0.011866541105634,1
-3.48158682489434e-05,2.49402085511562e-05,0.00216842839912152,6.39036295670789e-06,-0.000128808037055711,-0.0117007169623729,1
-3.71139376165596e-05,2.47816621242023e-05,0.00228102722161271,-0.000155129641477175,-5.49419517321425e-05,-0.0117129255352562,1
-3.72883884852174e-05,2.46114445551271e-05,0.00239404623120418,-6.5043497680058e-05,-3.04595782351342e-05,-0.0117465515362756,1
-3.73752818509371e-05,2.64452661001103e-05,0.00250658990829336,-2.8213817062394e-05,0.000115120221448488,-0.0117259359500702,1
-3.69174027128575e-05,2.71320451082634e-05,0.00261652009070321,2.1689850578097e-05,8.64264923556795e-05,-0.0115402035193986,1
-3.88507394444042e-05,3.02978376776233e-05,0.00272545414688523,-0.000124938669334331,0.000246327559578654,-0.0114085755238735,1
-4.274978481097e-05,3.37148511956563e-05,0.00283304901218562,-0.000309713650720629,0.000318265687575109,-0.0112719203077331,1
-5.22548598005845e-05,3.68651098963409e-05,0.00294085031712226,-0.000756777700437165,0.000324628445057757,-0.0112393328437217,1
-5.93602465462345e-05,3.79804620355593e-05,0.00305037330810425,-0.000745521554709354,0.000187487775048243,-0.011346086399283,1
-6.36027220152688e-05,3.57738495167881e-05,0.0031609265285291,-0.000545659690653887,-8.68922022112346e-05,-0.0114531855083942,1
-6.54598538709782e-05,3.4302364395029e-05,0.00327255352127505,-0.00031393262208498,-0.00013048712581698,-0.0115633767368144,1
-6.63367876462186e-05,3.37457681011842e-05,0.00338272682842216,-0.000167500739892655,-8.27738421136775e-05,-0.0115015779571648,1
-6.82973771306757e-05,3.42617390141945e-05,0.00349481131724496,-0.000191563989823543,6.99012043641649e-06,-0.011611277292561,1
-7.31181878580622e-05,3.62581816197397e-05,0.00360521374256568,-0.000395617343965642,0.000139073609813243,-0.0115336698875055,1
-7.56997874354729e-05,3.89323628440916e-05,0.00371776778724549,-0.000312163637113942,0.000230685140510988,-0.0116544164949201,1
-7.54157480692418e-05,3.97182798314308e-05,0.00382732565275966,-8.74098742448624e-05,0.000132770313499132,-0.0114906166565252,1
-7.56535343230866e-05,4.2569368067795e-05,0.00393786565926665,-4.61996956171063e-05,0.000240636796708997,-0.0115017871765699,1
-7.87973377850587e-05,4.46526358444596e-05,0.00404638579239397,-0.000231041784046054,0.00022499346346757,-0.0113673189690536,1
-8.53064941085671e-05,5.04288359087673e-05,0.00415676436015589,-0.000524705995363261,0.000472457277965967,-0.0114485288866806,1
-9.01048482852165e-05,5.79860334300768e-05,0.00426561465088235,-0.000508103470268903,0.000679089880124532,-0.0113716969464429,1
-9.89517034813886e-05,5.99937782090069e-05,0.00437531513272991,-0.000779577261075219,0.000369901561798209,-0.0114036045546486,1
-0.000103443797840943,6.11771263744796e-05,0.00448727314567841,-0.000574371975797833,0.00020762703758095,-0.0115690880101956,1
-0.000110296098745776,5.9628981367147e-05,0.00460132084553115,-0.000665703772544599,-3.49148929847867e-05,-0.0117688115695376,1
-0.000113631821709018,5.5938692945424e-05,0.00471637467492093,-0.00045622217745066,-0.000264582194436597,-0.0119060681014427,1
-0.000114821495510984,5.35093892429414e-05,0.00482805837309848,-0.000237602884756884,-0.000256869710505475,-0.011722315132425,1
-0.000115157578076379,5.18477890834186e-05,0.00494082090625018,-0.000104335785732518,-0.000201673116391132,-0.0117332739579001,1
-0.000117554381846287,5.2313344308677e-05,0.00505145867142765,-0.000199791762584308,-3.71594632673673e-05,-0.0115915501897659,1
-0.000124233319077154,5.69186219917261e-05,0.00516018007080259,-0.00052560817375088,0.000302545984052375,-0.011411829873681,1
-0.000132332513015962,6.09440961190354e-05,0.00526998083819942,-0.000734353972444039,0.000379128795599537,-0.0114242091588654,1
-0.000140939255044274,6.40804187753974e-05,0.00538240619957266,-0.000840543288119116,0.000344470625353174,-0.0116081435419498,1
-0.000149663694298193,6.80207952249919e-05,0.00549458173301013,-0.000884942036087839,0.000387648168926514,-0.011654006057629,1
-0.000159306864592203,7.2123277077875e-05,0.00560816287981212,-0.000963025153564192,0.000413521319977384,-0.0117659443882226,1
-0.000166336081512846,7.3496566486798e-05,0.00571986984139432,-0.000810808273724073,0.000235547589665654,-0.011675942731583,1
-0.000172690183287311,7.40224792370903e-05,0.00583391854443671,-0.000712487788064322,0.000116623027892812,-0.0118054602159999,1
-0.000180357565047856,7.51987026330571e-05,0.00594654068704162,-0.000768732319832959,0.000120434645215835,-0.0117521280564283,1
-0.000187542167074466,7.84564239070544e-05,0.00605937386969949,-0.000754931021305222,0.000264226072309475,-0.0117483198966154,1
-0.000193358344411459,8.04841998476797e-05,0.00617097939450597,-0.000656530195204848,0.000229245865102406,-0.0116629621424096,1
-0.000202988756482774,8.45573988842543e-05,0.00628265365266363,-0.000883946033327653,0.000357288876070765,-0.0116384518130876,1
-0.000214593452013711,9.01559326838911e-05,0.00638962771418136,-0.00109692966985916,0.000505528411280311,-0.0113082642074461,1
-0.000226735461135081,9.54686478804722e-05,0.00650064182143721,-0.00120659943550414,0.000536696798928438,-0.0114718397395448,1
-0.000238608201249784,9.82699427020272e-05,0.00661217701370594,-0.00122569554911799,0.000375447647408279,-0.0115635121470343,1
-0.000250017980200627,9.78462893969299e-05,0.00672307507038711,-0.00120053458990237,9.95010237448759e-05,-0.0115512708744626,1
-0.000259859255916576,9.63671965204929e-05,0.00683482349865778,-0.00108454886607891,-6.71919215835719e-05,-0.0116052992595598,1
-0.000270039963330402,9.53720989239619e-05,0.00694704717519186,-0.00106808025909581,-9.11132024707792e-05,-0.0116563327830479,1
-0.000278942985216546,9.71621449328449e-05,0.00705769490689285,-0.000974980477558854,9.13468152638314e-05,-0.0115659017775446,1
-0.000288479565210885,0.000100953453477476,0.00716888249301261,-0.000986479358628206,0.00029078261555083,-0.0115719067181931,1
