x,y,z,vx,vy,vz,zv
0,0,-0,0,0,0,1
3.50535053669458e-06,-1.40199495867774e-06,0.000115895415077078,0.000186904886066857,-7.47542067699871e-05,-0.00618108728058576,1
6.12276099540621e-06,-3.74823157992998e-06,0.000276771378679037,0.000179746691538162,-0.000137646703070441,-0.00971045318478463,1
1.08582725960654e-05,-3.52959912928154e-06,0.000443476334225727,0.000297580031212342,-2.48027491340824e-05,-0.0113757853434617,1
1.40914796847278e-05,-1.75765959004603e-06,0.000598585917621539,0.000267016755790212,9.32032103543254e-05,-0.0119952906631277,1
1.4501747837706e-05,2.99514543310461e-06,0.000738588492379911,0.000104947199907905,0.000313804838845416,-0.0120284301931209,1
1.40800105179549e-05,4.77038989665273e-06,0.000874318778596966,6.481325357037e-06,0.000210441807721682,-0.0123278462625562,1
1.42660549537733e-05,6.1800496150956e-06,0.0010028135236464,1.41783501005444e-05,0.000159785171007822,-0.0123416946108336,1
1.16706792340537e-05,5.41986583231515e-06,0.00112730964327934,-0.000167178748444065,2.56551293710168e-06,-0.0123315040038663,1
1.12568633280532e-05,4.12755394326123e-06,0.00125066246252275,-8.38202760416387e-05,-8.58173661647441e-05,-0.0124090291394284,1
9.70720315998473e-06,4.68096915560648e-06,0.00137279437732177,-0.000133101331174682,8.40541264571201e-06,-0.0124513896392139,1
7.71486094320997e-06,5.9150107969731e-06,0.00149424687411263,-0.000180572115728622,8.66950925785462e-05,-0.0124807391524067,1
5.07210684480165e-06,6.38550659066853e-06,0.00161388594307632,-0.000241613760732116,6.1600580154008e-05,-0.0124047927365813,1
2.13091336363015e-06,4.29358314768089e-06,0.00173254830229955,-0.000283271404387508,-0.000121788813437195,-0.0123350913051954,1
-1.1462796316984e-06,3.14512247117107e-06,0.0018514767192591,-0.000320791132327096,-0.00012011374775324,-0.0123433761688178,1
-5.55904027705057e-06,1.15128760605532e-06,0.00196920503634872,-0.000411508364362865,-0.000177442104475457,-0.0122726385634211,1
-7.81708008350555e-06,1.34529442278513e-06,0.00208523807640548,-0.000295284087074885,-4.74309005424026e-05,-0.0121376053084657,1
-8.24642689524312e-06,4.18234319420906e-06,0.00220254468500028,-0.000130430620005966,0.000177936797150907,-0.0121816712622914,1
-9.96693009424003e-06,7.48609934638164e-06,0.00231868452850239,-0.00016240926713509,0.000287042794158263,-0.0121187949653338,1
-1.02357743203439e-05,1.04033175645923e-05,0.00243383963744925,-7.39941242118318e-05,0.000297953095397469,-0.0120310185376996,1
-1.38649396971915e-05,1.21972940719789e-05,0.00255104091189007,-0.000273781684332036,0.000224805653710384,-0.0121417531400674,1
-1.64691440382104e-05,1.43109879534432e-05,0.00266948657996673,-0.000272007896900401,0.000221661452670662,-0.0122652828951857,1
-1.87993239570839e-05,1.58853011950489e-05,0.00279219036453006,-0.00025264339793429,0.000183660167102136,-0.0125993596954511,1
-2.31685777436199e-05,2.03375203935541e-05,0.00291300400814163,-0.000385618872058797,0.000367684820198024,-0.012584483074176,1
-2.57815745087969e-05,1.8634903068094e-05,0.00303032663699579,-0.000310900974746006,9.29776321304452e-06,-0.0123404764434552,1
-2.68708789041283e-05,1.57219976709484e-05,0.00314656369465028,-0.000181005829176027,-0.000196246667679143,-0.0121826821537005,1
-3.21214938253653e-05,1.60565141697215e-05,0.00326258406782182,-0.00042143979440371,-4.42768507166927e-05,-0.0121138679291971,1
-3.75321459183237e-05,1.97685265995346e-05,0.00338207919168661,-0.000514698643821805,0.000238980807459098,-0.0123282362291947,1
-4.05771292857141e-05,2.025771110828e-05,0.00350090613542104,-0.00038465893179776,0.000115298137207444,-0.0123558843280748,1
-4.43426781472456e-05,2.1200858923365e-05,0.00362033743492087,-0.000389474410821109,0.000104038801536296,-0.012406735138843,1
-4.88214290570981e-05,2.51278696990168e-05,0.00373812149277925,-0.000439949101896269,0.000304467344311974,-0.0123113700972425,1
-5.152931733034e-05,2.70758579850166e-05,0.00385830023659139,-0.000335987033646737,0.000237585946222883,-0.0124426792229435,1
-5.53590310900761e-05,3.07957972724333e-05,0.00397731133182988,-0.000377200560318003,0.000336001772209941,-0.0124076893409082,1
-5.89065674511852e-05,3.52324887257913e-05,0.00409699549061147,-0.000371987857699324,0.000418758235061432,-0.0124417950850594,1
-6.26107749525022e-05,3.69613501213025e-05,0.00421416848717875,-0.000380928294527942,0.000261703502985047,-0.0122815409998635,1
-6.96871559694886e-05,3.94223509114411e-05,0.00433109655348247,-0.000614849335888218,0.000258064758660889,-0.0122099161583425,1
-7.59383555869376e-05,4.23772588518211e-05,0.00444809651076351,-0.000638425746026815,0.000290631122266254,-0.0121903199245735,1
-8.17714223008244e-05,4.28580432546056e-05,0.00456644217046312,-0.000617866417886202,0.000132397761222738,-0.0122757450272177,1
-8.75720657992544e-05,4.19323516283551e-05,0.00468319812146848,-0.000608606697026563,-1.80532380134579e-05,-0.0121961474372924,1
-9.44883767063161e-05,4.49174749688776e-05,0.00480151402226794,-0.000681811318824601,0.000198180344330568,-0.0122757042468233,1
-0.000101276392059385,4.32225641151236e-05,0.0049206002401468,-0.000698081631461885,-4.81959197100951e-05,-0.012355679096697,1
-0.000105603283158044,4.12410751340602e-05,0.00503969821993925,-0.000535161627403955,-0.000152147345390025,-0.0123838592424798,1
-0.000110952941962954,4.21404553159281e-05,0.0051571243280731,-0.000549410456671853,9.49130465375329e-06,-0.0122790400359067,1
-0.000116770922146563,4.58750214776188e-05,0.00527336119886116,-0.000586346183043915,0.000258910430434638,-0.0121617369034175,1
-0.000123177192055471,4.8677837210608e-05,0.00538999552936295,-0.000639259021733044,0.000280496978236146,-0.0121487942389293,1
-0.000129571919471415,5.40117997798889e-05,0.00550774367686714,-0.000656576315419266,0.00046115982765596,-0.0122206242421217,1
-0.000139298977871393,5.93874988926573e-05,0.00562603604152591,-0.00089062126056447,0.000525852376131028,-0.012282480463975,1
-0.000146825028061481,6.13525629791402e-05,0.00574352755607906,-0.000820053026280039,0.000314512247242982,-0.0122488204777051,1
-0.00015453617347466,6.5527438345239e-05,0.00585857349773647,-0.000808567487161327,0.000393449313842958,-0.0120698599693378,1
-0.000162824081906501,7.37271198844757e-05,0.00597396757611232,-0.0008441154750737,0.000695989055293586,-0.0120324374973672,1
-0.000172349824531705,7.73427315574237e-05,0.00609077940180666,-0.000941014375905038,0.000485731564187725,-0.012116693123277,1
-0.000181116301637823,7.58013770246401e-05,0.00620843519292539,-0.000922198894356037,6.07403961941035e-05,-0.0122033152996114,1
-0.000189991132161166,7.486403583812e-05,0.00632764294423755,-0.000923169735201076,-4.33758502007487e-05,-0.0123392248469694,1
-0.000198826415278975,7.67087489176774e-05,0.00644699601254365,-0.000920789407237763,0.0001114324142201,-0.0123957000443089,1
-0.000207073741372131,8.08317927634691e-05,0.00656674303701169,-0.000879721392718391,0.000320379136152058,-0.0124420059133115,1
-0.000215127011151989,8.51951011056904e-05,0.00668821562556103,-0.000852375213569086,0.000408339680299094,-0.0125760001763527,1
-0.000222245751827479,9.28145330708049e-05,0.00680850416955587,-0.00077904005010136,0.00066133607358777,-0.0125408056748069,1
-0.000231154180181156,9.74236057857552e-05,0.00692929541163712,-0.00087644520994962,0.00054185627460663,-0.0125631756871657,1
-0.00024155573692697,0.000100590084507032,0.00705090728915973,-0.00101198652852807,0.000402210360101039,-0.0126270211088596,1
-0.00025205704036989,0.000104372560609216,0.00717140434555925,-0.00106520055409669,0.00039657965372064,-0.012572551692591,1
-0.00026299554471782,0.000110807475214866,0.00728740092281465,-0.00111334038151552,0.000576217426399502,-0.0122457801361437,1
-0.000275821068206907,0.000119425465764789,0.00740448062724807,-0.0012589816092167,0.000787133110764564,-0.0122080830092992,1
-0.000286166209724275,0.000126501297562117,0.00752227395322135,-0.00113903559633029,0.000753753067415283,-0.0122440318989089,1
-0.000298941291187068,0.000132302123356495,0.00764017368659646,-0.00126430948459226,0.00065504888475149,-0.0122636260571067,1
-0.000310175493894544,0.00013719168234409,0.00775729406494002,-0.0012017050083335,0.000558887109363562,-0.0122169706017552,1
-0.000324140594879977,0.000139527114253756,0.00787725003975491,-0.00136720038958896,0.000351140595881765,-0.012395144233182,1
-0.000336424637573525,0.000143495471194701,0.00799709648779436,-0.0013087648901612,0.000391811033870329,-0.0124486375125313,1
-0.000348003551825608,0.000146365263407101,0.00811667970852636,-0.00124049317396494,0.000330532180102266,-0.0124489245737284,1
-0.000357821470108439,0.000151415688041161,0.00823519806115814,-0.00109658352071216,0.000458821227015186,-0.0123761121729603,1
-0.000368414666645275,0.000155489363091137,0.00835241460918537,-0.00110039452291694,0.000435868392102662,-0.0122620570879796,1
-0.000381342257386223,0.000161327954786489,0.00846946690300075,-0.00126148063459286,0.000548817461793014,-0.0122117741759442,1
-0.000394563036934411,0.000166490086048653,0.00858698071432364,-0.00133667291211059,0.000541167857001574,-0.0122261618483194,1
-0.000409774247617835,0.000170624903920959,0.00870592549841325,-0.00149863923684907,0.000468228807857868,-0.012329065713399,1
-0.000427378221339199,0.00017497074877722,0.00882344545029013,-0.00171784337698953,0.000457708688798001,-0.0122667505804313,1
-0.000442326982987451,0.000178452119753757,0.00894288588109263,-0.00161110974151164,0.000394934526000092,-0.0123768995128225,1
-0.000456667306808504,0.00018412872012542,0.00906333956736942,-0.00153292578637014,0.000523705123856174,-0.0124839781600171,1
-0.000468884556354298,0.000185486531523611,0.00918466251815356,-0.00136084224428232,0.000272165668134875,-0.012580139035139,1
-0.000482670036470972,0.000189006761539683,0.00930536177645131,-0.00140928275136089,0.000334089047368376,-0.0125703586010626,1
-0.000494742888646632,0.000194356245262978,0.009428400988259,-0.00130862860417,0.000480482992400413,-0.0127272150160598,1
