x,y,z,vx,vy,vz,zv
0,0,-0,0,0,0,1
2.55712040821109e-06,-1.25806131331619e-06,0.000119409255467237,0.000136345388530165,-6.70795718152398e-05,-0.00636849199882033,1
6.25021943625694e-06,-2.66661276861496e-06,0.000280753578950535,0.000221389568796581,-8.82528728621279e-05,-0.00978161191785216,1
6.09006530419987e-06,-7.3357356914439e-07,0.000440756160214016,5.00069067698603e-05,7.87901831518972e-05,-0.0110403847171112,1
6.01870294842759e-06,-1.11157753442827e-06,0.000590597488444161,1.01058658380826e-05,9.01883573142133e-07,-0.0116022954892364,1
3.75771768278174e-06,3.2163296649135e-06,0.000728480333218167,-0.000132913600830097,0.000260506574116343,-0.011782741567777,1
3.75750692852763e-06,4.76444335725523e-06,0.000859091198415319,-4.18319524112667e-05,0.000179380915076431,-0.0119283234399595,1
3.02413568843995e-06,4.59103828927625e-06,0.000985915979146971,-6.1174112858879e-05,4.69580747269107e-05,-0.0121036300626785,1
2.32988343574147e-06,3.91303823428281e-06,0.00111095988165869,-6.62309708000568e-05,-2.93506920174575e-05,-0.0122889507371691,1
2.2700973302288e-06,4.14977898338687e-06,0.00123231911222775,-2.62211111916836e-05,6.03558565206689e-06,-0.012261043938234,1
1.63676978797525e-06,2.35551819209691e-06,0.00135324667101491,-5.16807771325383e-05,-0.000119263777501188,-0.0123199450606595,1
2.18326561612358e-06,2.50937539673515e-06,0.00146913766449052,1.95728068229119e-05,-3.00606103263762e-05,-0.012058254081147,1
1.67147599482276e-06,3.82683674470772e-06,0.00158712588778467,-2.82067940263286e-05,7.95354928398682e-05,-0.012148353807566,1
-2.27552059938763e-06,7.29187948341019e-06,0.00170444504440112,-0.000279091467610944,0.000263709439592094,-0.0121558610415014,1
-7.44815657823421e-06,1.04862644982866e-05,0.00181955547827353,-0.000448912387956716,0.000308447372231662,-0.0120211906913779,1
-1.08298889726281e-05,1.15342489102687e-05,0.00193386997958146,-0.000384807064910777,0.00017715662696442,-0.0119289849314757,1
-1.59107688437146e-05,1.17553381702139e-05,0.00205025137530901,-0.000479295844868292,7.57352545734933e-05,-0.0120438764634986,1
-1.87089517790658e-05,9.77071133367073e-06,0.00216630191706174,-0.000355522711675805,-0.000109911345503381,-0.0120636360069562,1
-2.00940593104807e-05,7.99754142263008e-06,0.00228085241707886,-0.000216489685992864,-0.000158991788098578,-0.0119696080004565,1
-2.27432590027609e-05,7.84934714015701e-06,0.00239562306402633,-0.000255456153474993,-6.45651401573375e-05,-0.0119536361995777,1
-2.33159506083599e-05,9.82761094737981e-06,0.00251088860449449,-0.00012664953549569,0.000113331781003759,-0.0119827437166227,1
-2.42475911498739e-05,8.93532329395785e-06,0.00262560094657034,-0.000107135882100945,-2.22933179746363e-05,-0.011955258987374,1
-2.70151497036972e-05,1.08887146945739e-05,0.00274326472018111,-0.000226150578691284,0.000126104305752497,-0.0121481752109027,1
-3.0441761403236e-05,1.3567005358027e-05,0.00286052212216292,-0.000312014566267367,0.000226533964020604,-0.0121865539825278,1
-3.27305721708888e-05,1.54164405248674e-05,0.0029742564155452,-0.000263510747756838,0.000204167488575817,-0.0119585797378945,1
-3.48783317594891e-05,1.95249231486692e-05,0.00309070436947939,-0.000237249459175452,0.00035117426341051,-0.0120663891536465,1
-3.645647674248e-05,2.22721082437979e-05,0.00320680527166844,-0.000189261051948999,0.000308296888521829,-0.0120795695155666,1
-3.96247097212242e-05,2.65999744464629e-05,0.00332316875756067,-0.000281696306739055,0.000401837243266826,-0.012102083065084,1
-4.2066292354072e-05,2.9256245228772e-05,0.00344042486769408,-0.000263588091895593,0.000319412605150703,-0.0121709167478286,1
-4.55785878612567e-05,3.20319724640348e-05,0.00355632401431743,-0.000330692706348524,0.000299374552864971,-0.0121015836505547,1
-5.16310591523169e-05,3.33820808366717e-05,0.00367357454420581,-0.000527568866595232,0.0001949118256404,-0.0121703793171239,1
-5.8527790043615e-05,3.74966589432689e-05,0.00379102451856266,-0.000652758889502679,0.000348413949263374,-0.0122075915188558,1
-6.70756830138635e-05,4.10258899420357e-05,0.00390881752030583,-0.000808650708503914,0.000360883258299232,-0.0122438212503548,1
-7.30232533557056e-05,4.27646458688091e-05,0.00402599060956011,-0.000683987572153216,0.000242571083308084,-0.0122137784513072,1
-7.73968239273042e-05,4.47342706790511e-05,0.00414306686420366,-0.0005335531539638,0.000217876467122172,-0.0121968619457759,1
-8.19246598330879e-05,4.66993467440035e-05,0.0042627751167095,-0.000492615983714075,0.000209110368300101,-0.0123712726322282,1
-8.6088085532066e-05,4.83647365832179e-05,0.00438286319811479,-0.000453652366493385,0.000185591784077511,-0.0124569834018092,1
-9.22693088254463e-05,5.06085154897973e-05,0.00449988018715054,-0.000578452550473823,0.000217137441717606,-0.0122760620272968,1
