AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.0032518315128982067,-0.0004893814329989256,0.00643448205664754,1.2999938689972625e-06,-1.1060099495807663e-05,-1.1040169738407714e-05
4.765589714050293,-0.679303765296936,9.39318370819092,0.0021542517933994536,-0.01547456067055464,-0.01553940400481224
4.763254642486573,-0.6945834159851074,9.388389587402344,0.0005054058856330813,-0.01233583688735962,-0.013864028267562391
4.756386756896973,-0.6633124351501465,9.419275283813477,0.003239950863644481,-0.012260468676686287,-0.010934391990303993
4.736469268798828,-0.6911785006523133,9.411034584045412,0.0010526994010433557,-0.012295914813876152,-0.0099863363429904
4.73618221282959,-0.6812856793403627,9.414216995239258,0.00022962428920436653,-0.011934406124055387,-0.011739837005734444
4.705570220947266,-0.7160493731498719,9.390007019042969,-0.00020794199372176084,-0.013200478628277779,-0.012418017722666265
4.694203853607179,-0.7022172808647157,9.40796756744385,0.0005237197619862856,-0.01726989820599556,-0.013562701642513275
4.71547794342041,-0.6941065788269043,9.400275230407717,-0.0005644558113999666,-0.019989386200904846,-0.014737495221197607
4.741873741149902,-0.7056176066398622,9.398143768310547,-0.0008762290235608816,-0.020482677966356277,-0.015255118720233442
4.750462532043457,-0.6910886764526367,9.391605377197266,0.0019492311403155327,-0.019250685349106792,-0.016868513077497482
4.770423889160156,-0.6982165575027466,9.387184143066406,0.0038364289794117217,-0.016336731612682343,-0.017206277698278427
4.791241168975831,-0.661758542060852,9.40565299987793,0.0031265472061932087,-0.012930746190249922,-0.015232155099511147
4.781339168548585,-0.6737971305847168,9.390316009521484,0.0037133411969989543,-0.011101574636995794,-0.012940116226673126
4.744392395019531,-0.6774099469184877,9.404683113098146,0.0028628939762711525,-0.009960184805095198,-0.012556614354252815
4.745336532592773,-0.6871637105941772,9.426849365234375,0.0035828780382871628,-0.009182740934193136,-0.013390517793595793
4.732895851135254,-0.7005162239074707,9.40194320678711,0.0025496573653072123,-0.010177675634622574,-0.012457200326025488
