AccX,AccY,AccZ,GyrX,GyrY,GyrZ
2.718122232181486e-05,-5.531383976631332e-06,6.503839540528135e-05,2.0331327732492355e-08,-3.2713455055954916e-08,-6.668463470305142e-08
4.046369552612305,-0.8414953351020814,9.73502826690674,0.002582065761089325,-0.006546329706907272,-0.011338162235915663
4.0754456520080575,-0.8112421035766602,9.774486541748047,0.0004163240955676884,-0.008983174338936806,-0.010451204143464567
4.054586410522461,-0.8213594555854798,9.750269889831545,0.0001940173242473975,-0.010880718007683754,-0.009156951680779457
4.061872005462647,-0.8377055525779725,9.751825332641602,-0.0016384107293561103,-0.011033395305275917,-0.009183171205222608
4.056866168975831,-0.8222122192382812,9.713328361511232,0.000184818753041327,-0.009841404855251312,-0.008983201347291471
4.077337265014648,-0.8143511414527894,9.766227722167969,0.0009465721668675542,-0.011637418530881407,-0.011326415464282036
4.084267139434815,-0.8284225463867188,9.759636878967287,0.0001662275608396158,-0.009834298864006996,-0.009298421442508698
4.081705093383789,-0.8171680569648744,9.753437995910646,0.0013085169484838846,-0.007631479762494564,-0.010442153550684454
4.052336692810059,-0.8136714100837709,9.743389129638672,0.0020746996160596613,-0.006166057195514441,-0.008888043463230133
4.050971984863281,-0.8407779932022095,9.716279029846193,0.0037654158659279346,-0.004594396334141494,-0.007907092571258545
4.059561252593995,-0.8376249670982362,9.747880935668945,0.004043366294354201,-0.005899325013160706,-0.010911550372838974
4.043753623962402,-0.7999182939529419,9.748666763305664,0.0027172230184078217,-0.004942271392792464,-0.011063188314437866
4.029521465301515,-0.8323327898979188,9.7738037109375,0.0030725661199539904,-0.007351010572165252,-0.013811884447932243
4.084275722503663,-0.8001793026924134,9.75692653656006,0.0024850652553141117,-0.009610597975552084,-0.01281830109655857
4.056485176086426,-0.808610498905182,9.76101589202881,0.00175005488563329,-0.010471466928720474,-0.010087519884109497
4.07187557220459,-0.826077163219452,9.770054817199709,0.0008260358590632677,-0.010800835676491262,-0.011111816391348839
4.081628799438477,-0.8101910352706909,9.777976989746094,0.0010123555548489094,-0.009265601634979248,-0.00965563114732504
4.081951618194581,-0.8054433465003968,9.746607780456545,0.0012023855233564975,-0.009762583300471306,-0.010010003112256529
4.074729919433594,-0.8183677196502686,9.75544548034668,0.0020039165392518044,-0.007303846534341575,-0.00804788898676634
4.07291078567505,-0.819770634174347,9.742983818054201,0.0015863144071772697,-0.002695671748369932,-0.009983959607779981
4.045275211334229,-0.8221017122268677,9.73327159881592,0.0025940935593098406,-0.0032246352639049296,-0.008814206346869469
4.068946838378906,-0.8196318745613099,9.771668434143068,0.0031577767804265022,-0.00446574715897441,-0.009768988937139511
4.040590286254883,-0.810125768184662,9.745224952697756,0.0020590007770806555,-0.005502532236278057,-0.00926368497312069
4.065865516662598,-0.8427208065986634,9.742093086242678,0.0018197253812104464,-0.008115497417747976,-0.009043013677001
4.058828353881836,-0.8155709505081177,9.749862670898438,0.003714477177709341,-0.00794944353401661,-0.01152125094085932
4.089450359344483,-0.8005948066711426,9.748854637145998,0.003167300019413233,-0.006687158253043891,-0.010075747966766357
4.06291389465332,-0.8145220279693604,9.761804580688477,0.0013424531789496543,-0.0053222645074129105,-0.009824976325035095
4.077384948730469,-0.8025252223014833,9.755870819091797,0.0013210446340963247,-0.004387822933495045,-0.006755033042281867
4.069710731506348,-0.8223374485969545,9.735247611999513,0.0020445683039724827,-0.0029470319859683514,-0.007878060452640058
4.044001579284668,-0.8133552074432373,9.760473251342773,0.0015984004130586984,-0.003002388868480921,-0.007923484779894354
4.041705608367921,-0.8310388326644897,9.744218826293945,0.0023503433912992477,-0.004226682242006064,-0.007838047109544279
4.035141944885254,-0.826019585132599,9.730722427368164,0.0024697061162441973,-0.003888435661792755,-0.009408141486346723
4.020055770874023,-0.8099104762077333,9.72683620452881,0.004635337740182877,-0.004262868314981461,-0.01063640881329775
4.085345268249512,-0.814765214920044,9.755412101745607,0.0017102264100685718,-0.00517057441174984,-0.010850447230041029
4.0661025047302255,-0.7923688292503358,9.738022804260256,0.00232798233628273,-0.005694270599633456,-0.012045566923916342
4.070083141326905,-0.7746021151542665,9.769631385803224,0.0015613804571330547,-0.004820161033421756,-0.00834057666361332
4.045134067535401,-0.7867226004600526,9.774418830871584,-0.0030236169695854187,-0.0051842620596289635,-0.00520247919484973
4.041886329650879,-0.8232182860374452,9.739435195922852,-0.0025991187430918217,-0.006628393661230803,-0.004227104596793652
4.044456005096436,-0.8394888043403627,9.742134094238281,-0.0007043189834803343,-0.008044403977692129,-0.006012653466314078
4.086970329284668,-0.8204232454299927,9.754144668579102,-0.0014431392773985863,-0.0061206002719700345,-0.007987730205059052
