AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.00016504782252013683,-6.404913619917352e-06,0.00037158178747631615,-1.3715710167616638e-07,-5.912435199206811e-07,-2.9257890332701214e-07
4.294203281402589,-0.14678627252578735,9.688995361328125,-0.0049028778448700905,-0.010886506177484991,-0.007060726638883353
4.2906999588012695,-0.14878779649734497,9.674571990966797,-0.002710504923015833,-0.010816541500389578,-0.007565720938146114
4.246515750885011,-0.17548041045665744,9.653239250183107,-0.0010772164678201082,-0.007637502159923316,-0.007258761674165726
4.264657020568848,-0.14667370915412903,9.665790557861328,-0.001924664480611682,-0.0070897270925343045,-0.007788600400090218
4.2459731101989755,-0.1967310607433319,9.668578147888185,-0.002291959710419178,-0.0069639342837035665,-0.008157166652381422
4.2792630195617685,-0.15745356678962708,9.670360565185547,-0.0014602356823161247,-0.008266383782029152,-0.009403525851666929
4.275920867919922,-0.1435244083404541,9.691180229187013,0.001850281027145684,-0.00854232255369425,-0.012662453576922417
4.283547401428223,-0.14393542706966403,9.703235626220703,0.0007237141253426671,-0.009358576498925688,-0.010227691382169724
4.281754970550538,-0.15687966346740723,9.679073333740234,-0.0037651415914297104,-0.008939688093960287,-0.011193755082786085
4.280304908752441,-0.13280153274536133,9.69390392303467,-0.0018756419885903597,-0.009672527201473715,-0.00906536728143692
4.274138927459718,-0.15882043540477755,9.642909049987795,0.00024236348690465093,-0.005032832734286785,-0.007407764438539744
4.277799606323242,-0.16809879243373874,9.685951232910156,0.0006820099079050125,-0.007803674787282944,-0.010133034549653532
4.241975784301758,-0.18670442700386047,9.693016052246094,0.0034888328518718485,-0.006126544438302517,-0.012091925367712975
4.231366634368897,-0.17461681365966797,9.672929763793945,0.002697399351745844,-0.012507406063377859,-0.011253563687205315
4.257201194763184,-0.14776882529258728,9.660102844238281,0.001114044454880059,-0.014466258697211744,-0.011653581634163857
4.250285625457765,-0.14450694620609286,9.69392204284668,-0.002021344844251871,-0.018481144681572918,-0.01205131970345974
4.275915145874023,-0.12353423237800598,9.673871994018555,-0.0016060649650171401,-0.018578175455331802,-0.010175582021474838
4.28025770187378,-0.13351351022720337,9.652758598327638,-0.00253554224036634,-0.018926292657852173,-0.01003654394298792
4.266106605529785,-0.1541203707456589,9.666140556335451,-0.003004102036356926,-0.016856171190738678,-0.008106079883873464
4.293048858642578,-0.1737123429775238,9.66085720062256,-0.0026495645288378005,-0.014786731451749802,-0.0073874867521226415
4.282440185546875,-0.13397870957851413,9.658060073852539,-0.00654139369726181,-0.013667250983417036,-0.006771170999854804
4.277902126312257,-0.17248283326625827,9.697119712829592,-0.003879543859511614,-0.011066143400967123,-0.010914526879787445
4.271819591522218,-0.17392268776893616,9.68558120727539,-0.002926230197772384,-0.012429936788976194,-0.008087540045380592
4.271259784698487,-0.1592293381690979,9.640933036804201,-0.0012326252181082964,-0.011303975246846678,-0.009219486266374588
4.288336753845215,-0.18579858541488647,9.677242279052734,-0.00021728551655542108,-0.011087754741311073,-0.009835382923483849
4.290515422821046,-0.16330531239509583,9.667187690734865,0.0016786829801276328,-0.009591536596417427,-0.010564205236732961
4.2740631103515625,-0.1826371401548386,9.676811218261719,0.0012565641663968563,-0.008161621168255806,-0.01009571459144354
4.289641857147218,-0.15919235348701477,9.68013668060303,0.0019725007005035877,-0.008318326435983183,-0.009676944464445114
4.271193027496339,-0.16331885755062106,9.66830062866211,0.002625253051519394,-0.007090638857334853,-0.010761522687971594
4.255850791931152,-0.14803513884544373,9.695303916931154,0.0014458525693044069,-0.007383366115391254,-0.011774596758186819
4.255518913269043,-0.18286885321140292,9.694086074829102,0.003672477556392551,-0.007243542466312648,-0.011254794895648956
4.245183944702148,-0.16882529854774475,9.701335906982422,0.003560504643246532,-0.008078694343566895,-0.01365258637815714
4.275520324707031,-0.14706453680992126,9.678796768188477,0.0007877949974499644,-0.010027334094047546,-0.013642355799674988
4.287683010101319,-0.1543961465358734,9.673525810241701,-0.0012155770091339948,-0.00925895944237709,-0.010903212241828443
4.2933011054992685,-0.15553414821624756,9.70418453216553,-0.0003730900643859059,-0.009398599155247213,-0.010136719793081284
