count,timestamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,q0,q1,q2,q3
0,1736446574599,-0.0001592541375430301,-0.00043155971798114484,0.002803524257615209,-5.14999612732936e-07,-1.0436773663968779e-05,-3.170161789967097e-06,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
1,1736446574600,-0.5790432691574097,-1.602437973022461,10.440299987792969,-0.0013724955497309568,-0.029892129823565487,-0.010196898132562637,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
2,1736446574600,-0.6147885322570801,-1.6387789249420166,10.477328300476076,0.001986650750041008,-0.01945113949477673,-0.012420045211911201,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
3,1736446574649,-0.6399242281913758,-1.624472498893738,10.4462890625,0.0018984244670718908,-0.012041327543556692,-0.012695879675447943,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
4,1736446574650,-0.6817373037338257,-1.5924816131591797,10.482325553894045,0.0027898491825908427,-0.010068882256746292,-0.014292539097368719,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
5,1736446574650,-0.7136009931564331,-1.5530378818511963,10.53066635131836,0.0042855008505284795,-0.01182329934090376,-0.00988827645778656,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
6,1736446574653,-0.7236189842224121,-1.5638883113861084,10.50758457183838,0.006676918361335994,-0.016497787088155746,-0.011061250232160093,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
7,1736446574653,-0.6839470267295839,-1.5847229957580566,10.478138923645021,0.002077702898532152,-0.021844653412699703,-0.01312221307307482,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
8,1736446574699,-0.6188641786575317,-1.5746365785598757,10.48159694671631,-0.001834116759710014,-0.02165142074227333,-0.01674393750727177,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
9,1736446574700,-0.6056584119796753,-1.5979218482971191,10.476455688476562,-0.00386069598607719,-0.017507204785943035,-0.018422577530145645,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
10,1736446574700,-0.579426944255829,-1.6080273389816286,10.504570007324219,-0.0034618591889739037,-0.018633520230650905,-0.01800454407930374,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
11,1736446574703,-0.5923898220062256,-1.5949395895004275,10.504168510437013,0.0010050395503640175,-0.014830124564468862,-0.012988495640456678,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
12,1736446574704,-0.5870862007141113,-1.606060862541199,10.514867782592773,0.0019930037669837475,-0.013817322440445425,-0.006000990979373455,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
13,1736446574753,-0.6285501718521118,-1.6042377948760986,10.484456062316896,0.0018703995738178492,-0.011609474197030067,-0.004229385871440173,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
14,1736446574753,-0.6897297501564027,-1.634658217430115,10.462855339050295,0.0049394359812140465,-0.0023370150011032824,-0.008282899856567383,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
15,1736446574753,-0.717978060245514,-1.5990781784057617,10.457212448120117,0.002464436460286379,0.0007701147696934641,-0.01252656150609255,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
16,1736446574753,-0.70975661277771,-1.5826966762542725,10.530803680419922,0.0012116824509575965,-0.0059765400364995,-0.017753759399056438,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
17,1736446574753,-0.7309982776641846,-1.5666913986206055,10.547966957092287,0.001288690371438861,-0.010333459824323654,-0.017293365672230724,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
18,1736446574802,-0.7074202895164491,-1.5808523893356325,10.530620574951172,0.0015652994625270367,-0.0214733649045229,-0.016334977000951767,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
19,1736446574802,-0.6511834859848022,-1.5832798480987549,10.537364006042482,0.003261048579588533,-0.026852712035179138,-0.010419005528092384,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
20,1736446574802,-0.5602706074714662,-1.5885469913482666,10.438800811767578,0.007864199578762054,-0.019047947600483898,-0.0077130673453211784,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
21,1736446574803,-0.5128885507583618,-1.6360160112380984,10.406379699707031,0.0038723316974937916,1.4947116142138839e-05,-0.010277665220201017,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
22,1736446574803,-0.5747020244598389,-1.640482306480408,10.442673683166506,-8.771460124989973e-05,0.010380472987890244,-0.01136069279164076,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
23,1736446574850,-0.6547946333885194,-1.6077743768692019,10.494707107543945,0.001618108944967389,0.010678469203412535,-0.010947949253022672,0.9996976256370544,-0.022471120581030846,-0.009981364943087101,0.0002243452036054805
