AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.001019518473185599,-0.00037456880090758204,0.0023890933953225613,1.2290483937249519e-06,-2.2580557015317027e-06,-2.5121091766777685e-06
4.096707820892335,-1.531850814819336,9.633948326110842,0.003703293157741428,-0.011574901640415192,-0.013070120476186277
4.1411404609680185,-1.4407569169998171,9.650571823120117,0.0012416592799127102,-0.01457465533167124,-0.013864574022591116
4.164890289306641,-1.4722933769226074,9.636800765991211,-0.0011340840719640255,-0.016157360747456554,-0.011692222207784653
4.164238452911378,-1.4866485595703125,9.633053779602053,-0.0015285203699022532,-0.014300456270575523,-0.009333836846053602
4.150601387023926,-1.4988038539886475,9.60837173461914,-0.0021496652625501156,-0.014115280471742155,-0.010454045608639717
4.159950256347656,-1.4946067333221436,9.644997596740724,-0.0018430210184305906,-0.015731340274214748,-0.008215549401938917
4.142388343811035,-1.5155545473098757,9.621678352355959,-0.0024077421985566616,-0.015050881542265417,-0.009197114035487175
4.144689559936523,-1.5157968997955322,9.619966506958008,-0.0034119470510631804,-0.014068030752241613,-0.010318545624613762
4.155473709106445,-1.5355536937713623,9.632721900939943,-0.0021009214688092475,-0.012672023847699165,-0.009263317100703718
4.123725414276124,-1.4949611425399782,9.628794670104982,-0.002982428763061762,-0.010428742505609991,-0.010006005875766279
4.13896131515503,-1.4888930320739746,9.630596160888672,-0.0017996809910982847,-0.013868792913854124,-0.01108289510011673
4.154253005981445,-1.517456889152527,9.623006820678711,-0.0005397087079472841,-0.012172817252576353,-0.012584101408720016
4.149431705474854,-1.5193986892700195,9.607185363769531,0.0024979265872389082,-0.011574575677514076,-0.01232357043772936
4.1294522285461435,-1.4864078760147097,9.652633666992188,0.0008697801386006178,-0.013184545561671257,-0.011906582862138748
4.15876579284668,-1.4791882038116455,9.633844375610352,-0.000876559817697853,-0.01463831402361393,-0.013368607498705389
4.146213531494141,-1.5212754011154177,9.629837036132812,-0.001719094696454704,-0.01548788230866194,-0.01152547262609005
4.1405792236328125,-1.4919109344482422,9.627859115600586,-0.0005941405543126167,-0.015270981937646866,-0.012175233103334905
4.124087810516358,-1.492593765258789,9.60045909881592,-0.0022420550230890517,-0.016852084547281265,-0.013195881620049477
4.156314373016358,-1.5065211057662966,9.634349822998047,-0.0011979903792962434,-0.016700945794582367,-0.012970480136573316
4.115818023681641,-1.5228681564331055,9.613500595092773,-0.0030648733954876666,-0.0189796406775713,-0.01379845105111599
4.126225948333741,-1.4827625751495361,9.636852264404297,-0.0033611427061259747,-0.022019473835825924,-0.013073302805423737
4.155961513519288,-1.4618971347808838,9.624630928039553,-0.00638938881456852,-0.0254539679735899,-0.011212547309696676
4.150943756103516,-1.511411786079407,9.596013069152834,-0.005626663565635681,-0.02552822791039944,-0.012536922469735146
4.152433872222901,-1.4891130924224854,9.632610321044922,-0.005929708946496249,-0.027063688263297084,-0.012692073360085487
4.151010990142823,-1.5148701667785645,9.627440452575685,-0.006828005425632,-0.02789922989904881,-0.014518063515424728
4.165973663330078,-1.5438263416290283,9.591070175170898,-0.004408629611134529,-0.026320239529013637,-0.015746323391795162
4.17713499069214,-1.5124136209487917,9.610302925109865,-0.0024180349428206687,-0.028229963034391403,-0.017268801108002666
4.196288585662843,-1.5229921340942383,9.62093734741211,-0.001010210835374892,-0.024021225050091747,-0.016478728502988815
4.197444438934327,-1.5076597929000857,9.627732276916506,0.0007219862891361117,-0.020074138417840007,-0.01473604142665863
4.181201934814453,-1.4898931980133057,9.61543369293213,0.0006522160256281495,-0.016533592715859417,-0.0120353726670146
4.187316417694093,-1.500624179840088,9.594733238220217,0.0018442138098180294,-0.011538934893906118,-0.011809488758444786
4.182559967041016,-1.4869658946990967,9.593732833862305,0.0024130551610141997,-0.007438880857080222,-0.011181363835930824
4.164604187011719,-1.4883869886398318,9.599598884582521,0.0017099844990298154,-0.007663835771381855,-0.011049139313399793
4.162232398986816,-1.5092905759811404,9.620324134826662,0.001093751401640475,-0.007709828205406666,-0.011531608179211617
4.148463726043702,-1.4902832508087158,9.618049621582031,0.002246381482109428,-0.007737437263131142,-0.010385085828602316
4.14031744003296,-1.5046658515930176,9.625683784484865,0.00010289651982020587,-0.010069852694869041,-0.010585210286080839
4.151446819305421,-1.5055344104766846,9.617173194885256,-0.00012043862079735845,-0.012969131581485273,-0.009902186691761017
4.134759902954102,-1.5252374410629275,9.635879516601562,-0.0011843671090900898,-0.014849391765892507,-0.012549533508718015
4.133081436157227,-1.4841156005859375,9.634091377258303,-0.00225552567280829,-0.01733727753162384,-0.012489755637943746
4.142596721649171,-1.4850947856903076,9.625920295715334,-0.0025403439067304134,-0.019163459539413452,-0.012441274709999563
4.175941944122315,-1.5114846229553223,9.602166175842287,-0.0010721759172156455,-0.018061596900224686,-0.011316257528960707
4.121387004852296,-1.5180639028549197,9.586711883544922,-0.003633713116869331,-0.019803717732429504,-0.011963741853833199
4.1442461013793945,-1.526238560676575,9.630282402038576,-0.002309072064235807,-0.020134173333644867,-0.014144848100841047
4.157318115234375,-1.524881362915039,9.6539306640625,-0.002837980398908258,-0.021072173491120342,-0.015068277716636658
4.16933536529541,-1.497854232788086,9.62336540222168,-0.0027530186343938117,-0.020867634564638138,-0.016691071912646297
4.183031558990479,-1.5032478570938113,9.619540214538576,-0.0017255054553970697,-0.02006969228386879,-0.012406190857291222
4.192373275756836,-1.493816614151001,9.619222640991211,-0.0019260876579210164,-0.016987543553113937,-0.013382465578615667
4.18990421295166,-1.5431525707244873,9.62202262878418,-0.0008023750851862134,-0.01672785542905331,-0.012471217662096024
4.1864213943481445,-1.4797738790512087,9.660929679870607,-0.0002852115721907467,-0.013952475041151047,-0.011333602480590345
4.205844402313233,-1.4750893115997314,9.625219345092773,-0.0009453606326133013,-0.011768194846808912,-0.008156633935868742
4.148217678070069,-1.480396866798401,9.597427368164062,0.00041112356120720506,-0.011624214239418508,-0.009163031354546547
4.137114524841309,-1.5103515386581423,9.602696418762209,-0.0009178302716463804,-0.012951632961630821,-0.010267035104334356
4.143775939941406,-1.5166294574737549,9.640604019165039,-0.0025756203103810553,-0.014600172638893127,-0.012416548095643522
4.165168762207031,-1.5068531036376953,9.623292922973633,-0.0030020750127732754,-0.016540693119168285,-0.011456207372248174
4.170561313629151,-1.5038727521896365,9.615214347839357,-0.0013321853475645187,-0.015696551650762558,-0.012880095280706884
4.212647438049316,-1.5102427005767822,9.61019515991211,-0.0014260616153478622,-0.012027116492390633,-0.011237259022891523
4.193063259124757,-1.5142372846603396,9.593199729919435,-8.492013876093553e-05,-0.008964242413640022,-0.01082898583263159
4.202966213226319,-1.5045387744903564,9.632079124450685,0.0004402219201438129,-0.008035012520849706,-0.011120297946035864
4.1951661109924325,-1.5060739517211914,9.620583534240724,0.002807823242619634,-0.005155688151717186,-0.009661004878580572
4.178354740142823,-1.500049948692322,9.629109382629396,0.0014391263248398902,-0.0034652866888791327,-0.008846350014209747
4.137836456298828,-1.5098555088043213,9.618274688720703,0.0022427341900765896,-0.005159995984286071,-0.010847549885511398
4.155014991760254,-1.4995636940002441,9.638555526733398,0.0010704889427870512,-0.0054735937155783185,-0.009431368671357633
4.117530822753906,-1.5211670398712158,9.633019447326662,2.412728827039246e-05,-0.011104350909590721,-0.011768138967454435
4.117700099945069,-1.5105137825012207,9.618871688842773,5.2722789405379444e-05,-0.015484407544136047,-0.01100794691592455
4.159022331237793,-1.5050252676010134,9.618258476257326,-0.002466219244524837,-0.017256617546081543,-0.012330490164458753
4.175974369049073,-1.4850273132324219,9.643357276916506,-0.003018752904608846,-0.016516268253326416,-0.011600982397794724
4.172507762908936,-1.5040481090545654,9.650174140930178,-0.002363753272220493,-0.017328117042779922,-0.009979636408388616
4.196245670318604,-1.5037062168121338,9.628720283508303,-0.003549876157194376,-0.015705935657024384,-0.01062035281211138
4.206670284271241,-1.507385492324829,9.63168239593506,-0.003680126974359155,-0.014143051579594612,-0.007459166925400496
4.202311992645265,-1.5342847108840945,9.607331275939943,-0.0003035090921912343,-0.008687404915690422,-0.007734707556664944
4.19716501235962,-1.543144702911377,9.58499050140381,0.0020931377075612545,-0.0064902552403509626,-0.009084265679121017
4.184221267700195,-1.5239442586898806,9.578500747680664,0.004010272212326527,-0.004906585440039635,-0.008930462412536146
4.180885791778565,-1.5249078273773193,9.586010932922365,0.005102227441966534,-0.0029176038224250083,-0.010691510513424873
4.178619861602784,-1.5247492790222168,9.635126113891602,0.005243971943855286,-0.004743919242173434,-0.0104411942884326
4.149925708770753,-1.5224107503890993,9.607808113098146,0.00636336300522089,-0.0027735766489058737,-0.01155613549053669
4.15375852584839,-1.4703474044799805,9.610650062561037,0.0054100630804896355,-0.005953853018581867,-0.01188232656568289
4.157797813415527,-1.5019923448562624,9.638134002685547,0.004697469063103199,-0.004427912179380656,-0.010417181998491287
4.157521724700929,-1.4921951293945312,9.610375404357912,0.002479233779013157,-0.007620032411068679,-0.010404967702925207
4.126986503601074,-1.5259562730789187,9.632420539855959,0.0032092565670609474,-0.009806779213249685,-0.011463798582553864
4.174109935760499,-1.51051926612854,9.607777595520021,0.00256598717533052,-0.012437538243830206,-0.012199267745018005
4.1683621406555185,-1.5108041763305664,9.643769264221193,0.0024615488946437836,-0.010974290780723097,-0.011607689782977104
4.177227020263672,-1.474456787109375,9.640026092529297,0.00025817003916017717,-0.011235184967517853,-0.010720929130911827
4.161948204040527,-1.5101860761642458,9.62389659881592,-0.000941879174206406,-0.013675060123205185,-0.008467393927276136
4.154282093048097,-1.5206141471862793,9.608015060424805,-0.00016705880989320576,-0.012515628710389137,-0.010557440109550955
